timestamp,open,high,low,close,volume
2025-08-07 00:00:00,114992.27,115185.58,114404.22,114546.03,1192.91433
2025-08-07 04:00:00,114546.03,114876.79,114259.0,114787.99,1290.96115
2025-08-07 08:00:00,114787.99,116828.93,114787.98,116519.53,3698.10885
2025-08-07 12:00:00,116519.54,116791.11,116035.84,116689.81,2746.73177
2025-08-07 16:00:00,116689.8,117520.0,115632.31,117461.98,2735.62556
2025-08-07 20:00:00,117461.99,117621.0,117012.0,117472.01,1804.22097
2025-08-08 00:00:00,117472.02,117630.0,116694.28,116737.35,2393.91974
2025-08-08 04:00:00,116737.34,116973.3,116401.0,116817.19,1456.27491
2025-08-08 08:00:00,116817.2,116914.6,116317.08,116891.51,1108.98011
2025-08-08 12:00:00,116891.51,117271.73,115878.71,116207.69,2540.81848
2025-08-08 16:00:00,116207.7,116900.0,116006.14,116453.41,1690.79713
2025-08-08 20:00:00,116453.41,116980.0,116319.06,116674.74,854.52241
2025-08-09 00:00:00,116674.74,116750.0,116299.13,116384.01,971.89236
2025-08-09 04:00:00,116384.01,116980.0,116339.45,116756.01,2021.01259
2025-08-09 08:00:00,116756.0,117944.05,116756.0,117110.0,2353.3714
2025-08-09 12:00:00,117110.0,117238.04,116700.01,116892.47,1382.66437
2025-08-09 16:00:00,116892.48,116947.16,116500.0,116535.69,1202.78039
2025-08-09 20:00:00,116535.68,117021.16,116359.89,116462.25,1582.41033
2025-08-10 00:00:00,116462.25,118500.0,116460.63,118500.0,3892.68324
2025-08-10 04:00:00,118500.0,118741.77,117466.34,117808.3,2444.0838
2025-08-10 08:00:00,117808.29,118500.0,117608.01,118330.58,1506.32503
2025-08-10 12:00:00,118330.58,119113.94,118232.0,118815.0,2809.2276
2025-08-10 16:00:00,118815.0,118944.24,118433.8,118663.08,995.85812
2025-08-10 20:00:00,118663.09,119311.11,118074.99,119294.01,2674.59294
2025-08-11 00:00:00,119294.27,122164.07,118972.59,121728.99,7626.19257
2025-08-11 04:00:00,121729.0,122335.16,121466.08,121537.15,4279.8879
2025-08-11 08:00:00,121537.14,121823.0,120286.4,120561.54,4216.26732
2025-08-11 12:00:00,120561.53,120667.54,119382.91,120314.4,5236.26223
2025-08-11 16:00:00,120314.4,120794.05,118604.17,119089.3,2812.92272
2025-08-11 20:00:00,119089.3,119172.63,118050.11,118686.0,2322.80155
2025-08-12 00:00:00,118686.0,119275.46,118593.39,118857.7,1894.63528
2025-08-12 04:00:00,118857.7,119158.06,118424.86,118986.72,3135.38397
2025-08-12 08:00:00,118986.73,119058.43,118207.47,118522.22,2346.379
2025-08-12 12:00:00,118522.22,119960.0,118285.0,119933.0,4914.05441
2025-08-12 16:00:00,119933.0,120192.1,119172.62,119665.27,2309.07117
2025-08-12 20:00:00,119665.27,120324.43,119485.84,120134.08,2120.5851
2025-08-13 00:00:00,120134.09,120192.1,119094.28,119482.01,2361.00135
2025-08-13 04:00:00,119482.01,119820.18,118920.92,119580.4,2324.10298
2025-08-13 08:00:00,119580.4,120732.94,119446.22,120570.41,3213.18528
2025-08-13 12:00:00,120570.41,122200.0,120106.02,120920.62,7228.67197
2025-08-13 16:00:00,120920.61,122839.47,120920.61,122744.21,4167.90157
2025-08-13 20:00:00,122744.22,123667.79,122298.2,123306.43,3915.20787
2025-08-14 00:00:00,123306.44,124474.0,123250.5,123337.14,3481.676316
2025-08-14 04:00:00,123337.14,123428.6,121313.86,121725.31,3755.65744
2025-08-14 08:00:00,121725.31,122045.9,120694.0,120949.67,3456.28874
2025-08-14 12:00:00,120949.66,121183.06,117632.0,118257.25,11617.06761
2025-08-14 16:00:00,118257.26,118535.0,117180.0,117945.92,3545.40524
2025-08-14 20:00:00,117945.92,118516.81,117302.33,118295.09,2124.85224
2025-08-15 00:00:00,118295.09,119077.71,118032.32,118968.91,1883.55436
2025-08-15 04:00:00,118968.91,119216.82,118629.58,118956.45,1732.90691
2025-08-15 08:00:00,118956.45,119144.5,118600.0,119006.01,1129.82607
2025-08-15 12:00:00,119006.01,119130.77,116827.29,117275.22,5128.8936
2025-08-15 16:00:00,117275.23,117882.35,116803.99,116936.27,2393.46089
2025-08-15 20:00:00,116936.28,117761.88,116862.5,117342.05,1354.69691
2025-08-16 00:00:00,117342.04,117898.99,117231.14,117429.63,1420.5255
2025-08-16 04:00:00,117429.63,117884.0,117278.0,117596.07,925.25596
2025-08-16 08:00:00,117596.07,117703.92,117143.98,117378.52,1206.0413
2025-08-16 12:00:00,117378.52,117825.0,117327.63,117676.7,1191.50027
2025-08-16 16:00:00,117676.7,117817.65,117629.94,117672.12,817.42683
2025-08-16 20:00:00,117672.13,117713.51,117219.34,117380.66,832.93131
2025-08-17 00:00:00,117380.66,117771.37,117172.21,117684.95,770.53091
2025-08-17 04:00:00,117684.96,118230.82,117684.95,118005.98,1109.68335
2025-08-17 08:00:00,118005.98,118484.0,117922.0,118308.01,1007.67549
2025-08-17 12:00:00,118308.0,118575.0,118059.12,118246.16,974.27271
2025-08-17 16:00:00,118246.15,118316.01,117321.53,117570.07,1326.17558
2025-08-17 20:00:00,117570.07,117995.37,117371.65,117405.01,710.30388
